
oai-du-rfsim-1     | 1805712.548277 [NR_MAC] I Frame.Slot 640.0
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for DL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for DL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for UL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-1-1  | [PHY]   Initializing UE vars for gNB TXant 1, UE RXant 1
oai-ue-rfsimu-2-1  | [OPT]   OPT disabled
oai-ue-rfsimu-2-1  | [HW]   Version: Branch: develop Abrev. Hash: ff58b5e Date: Wed Feb 12 06:55:05 2025 +0000
oai-ue-rfsimu-2-1  | [UTIL]   Opened socket oaitun_ue1 with fd nas_sock_fd[0]=93
oai-ue-rfsimu-2-1  | [PDCP]   UE pdcp will use tun interface
oai-ue-rfsimu-2-1  | [SIM]   UICC simulation: IMSI=999700000000002, IMEISV=6754567890123413, Ki=fec86ba6eb707ed08905757b1bb44b8f, OPc=c42449363bbad02b66d16bc975d77cc1, DNN=internet, SST=0x01, SD=0xffffff
oai-ue-rfsimu-2-1  | [NR_MAC]   [UE0] Initializing MAC
oai-ue-rfsimu-2-1  | [NR_MAC]   Initializing dl and ul config_request. num_slots = 20
oai-ue-rfsimu-2-1  | [RLC]   Activated srb0 for UE 0
oai-ue-rfsimu-2-1  | [RLC]   SRB0 already exists for UE 0, do nothing
oai-ue-rfsimu-2-1  | [PHY]   Set UE_fo_compensation 0, UE_scan_carrier 0, UE_no_timing_correction 0 
oai-ue-rfsimu-2-1  | , chest-freq 0, chest-time 0
oai-ue-rfsimu-2-1  | [PHY]   Set UE nb_rx_antenna 1, nb_tx_antenna 1, threequarter_fs 1, ssb_start_subcarrier 516
oai-ue-rfsimu-2-1  | [PHY]   SA init parameters. DL freq 3619200000 UL offset 0 SSB numerology 1 N_RB_DL 106
oai-ue-rfsimu-2-1  | [PHY]   Init: N_RB_DL 106, first_carrier_offset 900, nb_prefix_samples 108,nb_prefix_samples0 132, ofdm_symbol_size 1536
oai-ue-rfsimu-2-1  | [PHY]   samples_per_subframe 46080/per second 46080000, wCP 43008
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for SYNC__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for DL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for DL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for DL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for DL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for UL__actor: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [PHY]   Initializing UE vars for gNB TXant 1, UE RXant 1
oai-ue-rfsimu-1-1  | [PHY]   prs_config configuration NOT found..!! Skipped configuring UE for the PRS reception
oai-ue-rfsimu-2-1  | [PHY]   prs_config configuration NOT found..!! Skipped configuring UE for the PRS reception
oai-ue-rfsimu-1-1  | [PHY]   UE 0 Setting N_TA_offset to 600 samples (UL Freq 3619200000, N_RB 106, mu 1)
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 0, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 1, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 2, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 3, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 4, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 5, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 6, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring card 7, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-1-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   UE 0 Setting N_TA_offset to 600 samples (UL Freq 3619200000, N_RB 106, mu 1)
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 0, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 1, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 2, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 3, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 4, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 5, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 6, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring card 7, sample_rate 46080000.000000, tx/rx num_channels 1/1, duplex_mode TDD
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_freq 3619200000 Hz, rx_freq 3619200000 Hz, tune_offset 0
oai-ue-rfsimu-2-1  | [PHY]   HW: Configuring channel 0 (rf_chain 0): setting tx_gain 0, rx_gain 110
oai-ue-rfsimu-1-1  | [PHY]   Intializing UE Threads for instance 0 ...
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for UEthread_0: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for L1_UE_stats_0: creating thread with affinity ffffffff, priority 1
oai-ue-rfsimu-1-1  | [HW]   Running as client: will connect to a rfsimulator server side
oai-ue-rfsimu-1-1  | [NR_RRC]   create TASK_RRC_NRUE 
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for TASK_RRC_NRUE: creating thread with affinity ffffffff, priority 50
oai-ue-rfsimu-1-1  | [HW]   [RRU] has loaded RFSIMULATOR device.
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [UTIL]   threadCreate() for TASK_NAS_NRUE: creating thread with affinity ffffffff, priority 50
oai-cu-up-1        | [E1AP]   Try to reconnect to CP
oai-cu-up-1        | [GTPU]   Initializing UDP for local address 192.168.71.183 with port 2153
oai-cu-cp-1        | [NR_RRC]   Accepting new CU-UP ID 3584 name gNB-OAI (assoc_id 3065)
oai-cu-up-1        | [GTPU]   Created gtpu instance id: 96
oai-cu-up-1        | [GTPU]   Configuring GTPu address : 192.168.71.183, port : 2152
oai-cu-up-1        | [GTPU]   Initializing UDP for local address 192.168.71.183 with port 2152
oai-cu-up-1        | [GTPU]   Created gtpu instance id: 97
oai-cu-up-1        | [E1AP]   E1 connection established (SCTP_STATE_ESTABLISHED)
oai-ue-rfsimu-2-1  | [PHY]   Intializing UE Threads for instance 0 ...
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for UEthread_0: creating thread with affinity ffffffff, priority 97
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for L1_UE_stats_0: creating thread with affinity ffffffff, priority 1
oai-ue-rfsimu-2-1  | [HW]   Running as client: will connect to a rfsimulator server side
oai-ue-rfsimu-2-1  | [NR_RRC]   create TASK_RRC_NRUE 
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for TASK_RRC_NRUE: creating thread with affinity ffffffff, priority 50
oai-ue-rfsimu-2-1  | [HW]   [RRU] has loaded RFSIMULATOR device.
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [UTIL]   threadCreate() for TASK_NAS_NRUE: creating thread with affinity ffffffff, priority 50
nearRT-RIC-1       | [E2AP]: E2 SETUP-REQUEST rx from PLMN 999.70 Node ID 3584 RAN type ngran_gNB_CUCP
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 2 with def = ORAN-E2SM-KPM 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 3 with def = ORAN-E2SM-RC 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 142 with def = MAC_STATS_V0 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 143 with def = RLC_STATS_V0 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 144 with def = PDCP_STATS_V0 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 145 with def = SLICE_STATS_V0 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 146 with def = TC_STATS_V0 
nearRT-RIC-1       | [NEAR-RIC]: Accepting RAN function ID 148 with def = GTP_STATS_V0 
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-1-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-1-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
oai-ue-rfsimu-2-1  | [HW]   Trying to connect to 192.168.70.180:4043
oai-ue-rfsimu-2-1  | [HW]   connect() to 192.168.70.180:4043 failed, errno(111)
